Sensor,DateTime_US_Pacific,Ipm25,Lat,Lon
SCTV_01,9/5/2020 3:30,72,33.720638,-117.416614
SCTV_01,9/5/2020 3:45,72,33.720638,-117.416614
SCTV_01,9/5/2020 4:00,72,33.720638,-117.416614
SCTV_01,9/5/2020 4:15,73,33.720638,-117.416614
SCTV_01,9/5/2020 4:30,73,33.720638,-117.416614
SCTV_01,9/5/2020 4:45,73,33.720638,-117.416614
SCTV_01,9/5/2020 5:00,73,33.720638,-117.416614
SCTV_01,9/5/2020 5:15,73,33.720638,-117.416614
SCTV_01,9/5/2020 5:30,73,33.720638,-117.416614
SCTV_01,9/5/2020 5:45,73,33.720638,-117.416614
SCTV_01,9/5/2020 6:00,73,33.720638,-117.416614
SCTV_01,9/5/2020 6:15,74,33.720638,-117.416614
SCTV_01,9/5/2020 6:30,74,33.720638,-117.416614
SCTV_01,9/5/2020 6:45,74,33.720638,-117.416614
SCTV_01,9/5/2020 7:00,74,33.720638,-117.416614
SCTV_01,9/5/2020 7:15,74,33.720638,-117.416614
SCTV_01,9/5/2020 7:30,74,33.720638,-117.416614
SCTV_01,9/5/2020 7:45,74,33.720638,-117.416614
SCTV_01,9/5/2020 8:00,74,33.720638,-117.416614
SCTV_01,9/5/2020 8:15,74,33.720638,-117.416614
SCTV_01,9/5/2020 8:30,74,33.720638,-117.416614
SCTV_01,9/5/2020 8:45,74,33.720638,-117.416614
SCTV_01,9/5/2020 9:00,74,33.720638,-117.416614
SCTV_01,9/5/2020 9:15,74,33.720638,-117.416614
SCTV_01,9/5/2020 9:30,74,33.720638,-117.416614
SCTV_01,9/5/2020 9:45,74,33.720638,-117.416614
SCTV_01,9/5/2020 10:00,74,33.720638,-117.416614
SCTV_01,9/5/2020 10:15,74,33.720638,-117.416614
SCTV_01,9/5/2020 10:30,73,33.720638,-117.416614
SCTV_01,9/5/2020 10:45,73,33.720638,-117.416614
SCTV_01,9/5/2020 11:00,73,33.720638,-117.416614
SCTV_01,9/5/2020 11:15,73,33.720638,-117.416614
SCTV_01,9/5/2020 11:30,72,33.720638,-117.416614
SCTV_01,9/5/2020 11:45,72,33.720638,-117.416614
SCTV_01,9/5/2020 12:00,71,33.720638,-117.416614
SCTV_01,9/5/2020 12:15,71,33.720638,-117.416614
SCTV_01,9/5/2020 12:30,70,33.720638,-117.416614
SCTV_01,9/5/2020 12:45,70,33.720638,-117.416614
SCTV_01,9/5/2020 13:00,70,33.720638,-117.416614
SCTV_01,9/5/2020 13:15,69,33.720638,-117.416614
SCTV_01,9/5/2020 13:30,69,33.720638,-117.416614
SCTV_01,9/5/2020 13:45,68,33.720638,-117.416614
SCTV_01,9/5/2020 14:00,68,33.720638,-117.416614
SCTV_01,9/5/2020 14:15,67,33.720638,-117.416614
SCTV_01,9/5/2020 14:30,67,33.720638,-117.416614
SCTV_01,9/5/2020 14:45,67,33.720638,-117.416614
SCTV_01,9/5/2020 15:00,66,33.720638,-117.416614
